tsne,tsne,tsne3d,tsne3d,tsne3d,y
-17.646812,-84.40455,3.354704,-19.23218,15.946091,9
6.674703,-70.28925,6.719373,-19.248453,1.4710414,4
-55.623333,-70.90957,-20.926216,-17.88958,16.501865,7
38.998844,20.213795,11.44351,3.9764135,13.325226,5
-55.655197,-20.491718,-26.650742,-13.882142,-5.8442135,7
-56.614864,32.91339,-15.873399,2.1928673,-16.071768,1
-0.25255498,50.026875,0.7454093,16.350767,11.154351,3
-50.57844,-48.61859,-25.17927,-10.153795,6.082482,7
-81.95245,-6.237356,-27.672346,9.846156,7.302596,1
-11.711877,3.295485,-9.633627,-3.1743593,16.372147,8
-3.5740688,-56.57716,11.002557,-12.094207,-3.9636664,4
77.08019,18.605104,25.563183,7.1309357,5.2846656,0
-16.486061,69.077644,-1.8819033,30.290306,-8.622285,2
-89.9719,21.17917,-24.36139,17.401346,-4.228155,1
-12.364126,-47.973804,-11.364186,-30.143526,3.7760246,9
-26.543245,54.93232,-7.8928185,28.403055,-5.62498,2
-25.995293,60.383404,-3.3028262,22.42641,-7.0453,2
15.159858,48.751404,1.9008362,21.121338,24.162487,3
86.085434,-37.072746,9.775398,-10.828406,-15.965838,6
-71.61914,34.922493,-20.37218,9.129018,-12.536621,1
1.3543546,-3.3760948,-8.456977,-9.014072,22.021973,8
-51.433624,-77.8379,-14.90322,-21.898832,18.383307,7
-37.510723,-67.61572,-20.285034,-8.457449,17.043423,7
-4.1892705,21.611797,-2.1554906,2.0768557,17.84783,8
-100.30075,0.69545126,-25.462578,17.88913,8.62857,1
-2.6962605,0.7061185,-7.940924,-5.409319,18.561403,8
8.754966,-58.833298,8.229624,-19.782383,-2.54082,4
39.41887,20.27757,11.273776,4.1257925,13.095056,5
29.811998,18.61915,13.294384,-1.4358499,14.944177,5
-47.090427,-53.472126,-13.87305,-13.401682,8.466007,7
-51.99603,-27.927187,-26.10229,-11.831817,-2.0191998,7
-25.429537,-46.41516,-5.348114,-18.198574,1.9302272,9
20.558897,-15.266394,0.27220455,-5.7757435,-2.7829604,5
39.175617,20.88745,11.399114,4.2051277,13.281963,5
14.728776,20.011074,5.7354774,-1.5272925,19.935389,8
59.24681,29.980177,19.950434,17.048414,1.1027889,0
48.154064,-37.621643,9.015269,-5.0171385,-20.660078,6
-4.9312177,1.8559159,-7.635628,-3.4458406,17.734093,8
-48.440475,23.872189,-16.314285,-1.6812779,-11.90439,1
7.2307434,54.124207,-0.7350781,22.770376,19.471003,3
88.00368,-16.309431,22.624313,-8.152413,-7.67229,6
37.833622,23.44457,15.017965,4.1941795,16.70655,5
64.728355,15.659738,21.015522,6.5516586,8.720957,0
0.05239569,-39.937115,0.74757767,-16.729391,-8.316401,4
49.8151,-47.2013,6.348998,0.15043886,-24.425785,6
-13.129621,4.9580398,-10.608993,-2.8461208,14.352074,8
89.10036,18.9772,33.51994,4.573324,0.6838989,0
11.512575,44.224796,1.7431605,17.075396,21.920294,3
4.5014296,-71.49598,6.775208,-17.82055,0.91346693,4
54.936623,44.867634,15.996136,19.626652,-5.3812175,0
48.404606,42.001427,10.170212,17.851126,-4.7035546,0
-32.520607,50.98801,-10.452287,27.445349,-6.2245164,2
-10.538299,-35.95485,-3.8686543,-28.44244,-2.9711347,9
-63.862812,6.991155,-27.470253,4.8294635,-3.8915527,1
-46.1846,-35.022102,-20.916424,-9.240103,0.022663457,7
50.981964,38.187325,14.192282,15.871724,-4.057065,0
-78.64169,27.121725,-28.50901,13.9668865,-11.1836405,1
-33.544983,54.99832,-9.853302,26.688509,-8.012413,2
-16.524656,-79.52316,-0.58769184,-21.157156,17.69127,9
39.52046,20.25905,11.171118,4.109253,12.785857,5
-31.153349,43.5719,-8.274329,23.431997,-2.7620595,2
-2.539753,-0.6780109,-6.353848,-6.3048406,18.565828,8
-32.097256,-61.09275,-7.579808,-14.142798,11.071156,9
-3.0463681,-0.68764937,-6.666549,-6.1117754,18.710415,8
30.337545,23.678785,17.91695,-1.604862,16.377651,5
37.97269,22.907612,15.480566,4.399437,15.820842,5
24.29045,15.527406,11.12833,-5.097599,14.191962,5
16.303308,65.07106,3.1694047,20.677097,13.85666,3
-10.0109215,78.99836,7.4199443,28.842823,-14.242779,2
63.253708,26.12682,20.781126,12.237196,2.6433911,0
-44.999214,55.283123,-5.7494583,17.315586,-5.228042,2
-0.10033058,-39.993526,0.63769734,-16.668686,-8.336192,4
1.2483345,18.013508,-6.273634,5.147646,22.736168,8
-0.011672746,-39.999752,0.7171051,-16.710876,-8.260452,4
84.89586,-10.259366,28.296165,-9.069588,-9.868688,6
-62.54469,18.183886,-27.025972,4.8517,-10.130452,1
-19.88274,-76.853516,-0.54388934,-19.933138,15.032002,9
63.46913,-30.487,13.976385,-0.8969894,-13.650855,6
-46.47734,-56.00386,-20.93862,-10.174443,10.059613,7
-61.07205,7.6983066,-26.399033,-0.3385485,-4.1268983,1
-89.773575,21.467869,-24.256088,17.626568,-4.638736,1
11.517379,49.3641,0.7827255,21.067432,23.253983,3
-33.016586,-24.678953,-5.1562433,18.297848,11.94841,5
49.51792,43.193188,12.54601,17.217415,-5.6744547,0
-31.195234,51.077312,-9.950676,28.23516,-5.405736,2
15.074787,48.828327,1.8739008,21.243856,24.090761,3
5.1201773,-52.1636,4.787024,-18.549217,-2.9350944,4
57.93281,-32.241894,9.030613,0.25813618,-14.9190645,6
69.95139,-13.423303,20.520184,-3.8759885,-7.5802226,6
-18.254145,-46.744003,-6.4935436,-23.226625,3.75236,9
48.76003,38.549377,13.987651,15.098198,-6.4942646,0
7.301305,54.448505,-0.6427021,22.97491,19.323582,3
20.738317,26.130245,8.03523,1.5832218,21.21898,8
-56.533897,-59.221386,-13.681065,-15.025568,8.833423,7
-29.564816,52.443695,-13.492876,27.516512,-2.5636592,2
-19.286472,-54.212368,-5.038074,-21.528011,4.22218,9
2.2379706,2.2375252,-7.279247,-4.973535,23.463245,8
-47.392593,-54.73087,-20.223433,-9.64962,8.904896,7
0.30782965,14.068152,-6.366989,1.5860475,22.205835,8
55.507095,45.778183,17.074066,18.573187,-5.848034,0
63.175705,-23.02835,19.050255,1.0037054,-12.813199,6
6.463389,-71.173164,6.1433067,-19.620337,2.0126455,4
-32.311634,-20.003195,-13.888302,-15.217979,-13.045764,9
-12.323115,4.347447,-11.576707,-3.4201589,14.336151,8
-35.800827,52.4394,-8.481817,24.16828,-6.961733,2
11.467851,48.95173,0.6546864,20.669527,23.15338,3
73.110916,-18.458763,24.440691,-0.08139772,-12.694459,6
-32.54102,50.83724,-10.064479,27.513248,-6.395703,2
-97.042244,1.6597698,-19.799784,17.470495,7.8736567,1
-47.25103,-54.78912,-20.252064,-9.570512,8.929822,7
16.384142,-67.459366,8.349501,-25.446142,0.42913696,4
-35.23958,-50.140312,-13.654364,-14.213601,7.9477105,7
-98.48671,14.777655,-25.671234,22.615904,0.90531397,2
-20.062265,-53.790424,-5.3805118,-20.85152,4.213884,9
-74.10614,41.922707,-24.717703,12.356504,-17.293001,7
39.252968,20.594208,11.336457,4.1518965,13.2258835,5
-102.75104,-10.360716,-21.023142,16.230194,15.575939,1
-63.46665,31.515972,-18.363064,4.280931,-11.177457,1
-71.40838,-24.53214,-27.389122,-24.076445,-5.4585853,7
41.347214,20.921595,12.920167,5.7367063,13.546736,5
-77.76121,29.673643,-21.108284,12.218185,-8.410725,1
-33.591537,54.949287,-9.764865,26.529467,-7.799533,2
-19.631681,-76.75863,-0.33381182,-20.198227,14.777195,9
-13.511348,4.9902935,-7.6347113,-3.6423137,16.246758,8
6.52451,22.20236,0.011740271,3.2878184,24.308916,8
-34.96416,-55.433662,-19.896446,-2.541109,5.950479,9
-86.77619,-0.32316542,-22.274689,10.197091,4.591631,1
58.168613,-32.476036,9.44638,0.76100487,-15.536646,6
50.2866,-56.144302,6.9562454,6.491757,-23.285933,6
-20.203009,-53.840187,-5.37695,-20.44793,3.8871,9
45.694275,7.3138924,10.388888,6.9101706,7.8588486,5
-60.580635,-59.807915,-14.217392,-18.733948,8.78352,7
83.64387,31.900642,34.259274,11.633815,1.9163916,0
63.814835,-31.042894,14.35418,-0.33011687,-13.983698,6
13.487582,17.784496,2.2244008,-0.30224448,23.797281,8
1.0122654,-40.078953,1.6184844,-16.629631,-8.142141,4
78.528885,21.593964,30.17058,9.224666,7.9546466,0
-91.74371,21.44044,-25.926126,17.523373,-3.4121385,1
-30.818596,49.54679,-12.048744,25.491776,-0.96653104,2
-24.677227,57.370243,-3.4731936,25.851887,-3.6294825,2
6.368149,46.944523,-1.8472801,17.39702,22.8904,3
49.735023,43.21296,12.775074,17.186483,-5.639538,0
-92.50012,0.10699987,-19.562424,12.212076,7.3273616,1
62.716053,-30.83831,13.67111,-1.5170184,-14.943658,6
20.0092,-70.624214,15.391491,-23.753382,-1.788721,4
-89.906876,22.590223,-25.49665,15.891453,-4.9256544,1
86.04363,-14.468341,24.430569,-8.142477,-9.016375,6
-96.61104,13.983618,-23.6734,21.698732,1.8583941,1
92.89016,-2.013481,26.323393,-8.466804,-0.08585845,6
-57.29804,-63.38618,-17.31517,-17.008034,12.2116375,7
91.29156,23.769638,26.100586,6.11626,-1.61505,0
-34.480213,51.542374,-9.550952,25.793953,-7.2943907,2
-46.62105,-56.17516,-20.845612,-10.422545,10.153819,7
33.21674,67.58887,10.110026,21.54393,14.91695,3
1.6579375,-3.2672195,-8.578198,-9.102059,22.30912,8
62.682083,-30.755024,13.639402,-1.5836799,-14.933793,6
-99.89321,7.023909,-23.427088,20.093208,6.730937,1
7.839947,-52.442047,4.167994,-20.127237,-3.3228574,4
-94.552536,7.82809,-25.849695,16.616331,5.535785,1
-10.763154,2.4390583,-9.058581,-4.081744,15.013679,8
-44.39699,63.731686,-10.44558,18.854544,-14.615703,2
63.037807,-31.720638,13.758546,-0.18944444,-14.879846,6
18.648615,-55.23687,8.111526,-26.013422,-4.9759464,4
0.20895232,-40.20775,1.028018,-16.56095,-8.065203,4
90.785934,-14.541198,23.284986,-9.856987,-5.711609,6
63.03816,-31.633972,13.752578,-0.2661162,-14.82872,6
-2.6794887,49.97765,-3.5574813,15.227804,12.458938,3
38.03497,22.802158,15.32894,4.3842516,15.83432,5
41.846146,7.5844584,7.114299,6.16141,9.147058,3
53.657814,41.413315,14.162435,21.44666,-3.589142,0
-10.452794,23.362814,-5.3728833,8.796425,17.64032,8
-32.564934,50.31535,-8.674208,27.443562,-6.3950744,2
-69.06966,-5.7289615,-22.86147,-2.3888574,3.7514086,1
50.032295,42.394447,12.476263,17.545368,-4.605495,0
29.011969,66.19307,9.26475,16.212599,11.880076,3
32.144497,16.877138,13.361221,-0.1442561,12.134651,5
40.16181,21.275234,12.982497,4.873342,14.816187,5
62.90204,-30.635595,13.758357,-1.5325465,-14.833121,6
-8.670152,83.089355,11.360263,25.75955,-14.460192,2
38.37525,22.793018,15.341254,4.596423,15.575913,5
27.057308,-75.87357,19.418728,-24.92523,-0.46734673,4
49.992847,42.32696,12.387823,17.587029,-4.557054,0
88.35586,-6.413163,28.651707,-10.784885,-5.341419,6
-74.66236,24.664629,-28.649666,7.514431,-12.719769,1
39.37201,59.0999,16.990316,17.280058,18.59842,3
-32.793587,49.998302,-8.382208,26.93419,-6.500733,2
-16.615957,-88.51884,7.0869083,-18.930355,16.27641,9
-71.70645,2.213216,-30.686487,7.6564837,-1.0912943,1
11.95645,20.48902,3.89557,-1.7021786,18.039217,8
-48.319542,-71.722145,-15.492412,-17.446405,13.0065155,7
-56.67342,-6.5509157,-22.327774,-14.749766,-12.648669,8
-2.7987254,1.1305829,-7.882817,-4.9673696,18.656013,8
-57.644855,-51.17514,-19.994793,-14.276419,7.1082,7
-62.39289,18.158384,-26.957485,4.7525535,-10.223325,1
-55.64969,-62.8037,-19.762806,-16.05926,11.404073,7
2.2947612,-54.279816,5.1227984,-15.64456,-1.7668892,4
-102.698204,-12.302256,-15.60082,19.333305,13.746063,2
10.935884,45.055428,2.1498854,17.655169,20.685438,3
-30.534365,40.61909,-7.3619843,18.943308,-3.8831732,2
-34.235794,49.97846,-10.801963,25.264088,-6.8283987,2
-51.7288,-34.268154,-24.49251,-11.192263,0.01790701,7
-2.8747401,0.44703132,-7.7342305,-5.39558,18.4466,8
22.739912,57.85486,3.3443532,13.753424,12.016969,3
-34.263508,50.368103,-10.872024,25.686058,-6.7718306,2
-3.989755,37.6037,1.0690403,11.462931,6.80168,9
-58.892757,-77.063065,-18.722382,-22.760687,18.063648,7
-92.84165,-0.7101073,-20.111534,12.364967,7.7700634,1
-23.303644,-65.99466,-6.344264,-19.14057,12.804934,9
-32.34124,44.976135,-10.53349,22.598587,-0.6129722,2
23.267487,68.06445,4.8524284,20.42187,14.624055,3
19.924902,46.528267,5.252389,21.562834,26.510046,3
-23.612976,-66.27131,-6.298509,-18.934074,12.86382,9
-30.593798,46.38787,-8.394918,26.714924,-3.1953826,2
74.11825,54.91616,26.836828,14.267316,-11.559514,0
-100.747154,-4.7587295,-21.241867,16.596529,11.221772,1
-45.54026,39.087322,-10.670871,2.0066092,-16.845362,1
-78.927666,-12.502755,-27.876825,4.220387,10.37183,1
-33.051517,83.03525,0.9145425,15.262321,-15.873052,2
16.577604,64.21262,2.9625754,18.581387,14.463451,3
7.025757,64.10425,1.2901245,26.667028,14.290488,3
-18.644888,28.321198,-10.987938,11.508309,18.496523,8
17.102304,-33.509357,4.3890247,-24.090563,-18.706745,4
-23.421959,26.866854,-9.373552,12.791167,9.226342,8
36.587612,-30.79251,-2.6366382,3.363764,-12.883107,5
39.86645,-10.859062,10.1593685,3.1323698,-6.326975,5
70.78348,-52.219955,20.500916,4.2438583,-22.90997,6
-21.573978,7.9158278,-16.116493,2.478335,6.7118692,8
-68.89211,-22.526222,-24.910341,-18.23398,-13.271104,7
-40.102936,-48.565353,-26.00344,-5.1621604,6.7981396,7
-37.069805,8.373277,-11.159776,4.1196737,-0.75156546,8
-22.608803,67.89792,-1.9496533,28.409948,-11.675792,2
-11.395408,-24.000492,-10.766844,-28.142498,-8.96071,9
73.806755,17.21489,24.833168,6.4774203,7.171942,0
69.3225,36.56062,27.299751,17.169367,-0.055322677,0
-101.789635,7.8525786,-23.401918,22.392292,7.3941154,1
-46.19549,36.603714,-12.242675,1.1316391,-18.623077,1
10.287672,-61.73321,9.252546,-20.352604,-1.4642469,4
-35.69797,90.41397,4.394073,14.033895,-22.690947,2
-15.937474,51.98413,-0.7219063,23.599245,-2.4252386,2
12.979387,74.89878,2.0758414,24.580631,7.642467,3
-75.33054,-7.172858,-32.59965,6.940876,5.922834,1
11.455017,-35.106083,5.238086,-20.05826,-17.099344,4
-87.691536,-4.67252,-24.961878,13.868228,5.6584063,1
35.91445,-21.420174,1.0705287,3.2823431,-7.5899854,5
3.3792918,46.17064,-2.3343754,16.318449,16.203175,3
69.747536,-47.42309,20.196175,-1.0347067,-24.479239,6
78.70886,-21.932297,22.41788,-7.0346136,-15.338853,6
-49.845547,-12.059009,-25.900549,-10.609608,-9.687869,7
57.956913,21.2351,16.052874,10.129835,1.0391384,0
-27.34128,15.727491,-11.726372,5.061574,6.9957466,8
19.317112,34.317375,5.0576115,10.716913,25.724201,3
-14.307714,-31.617662,-8.066472,-26.555237,-6.8378835,9
-61.375637,21.320765,-25.68893,5.4364166,-13.695814,1
83.04502,52.81337,32.829063,12.346723,-11.1242695,0
30.903027,28.602316,17.367647,-0.80484897,19.576122,5
-41.177284,36.76253,-9.125589,-1.3885893,-18.914911,1
34.091843,60.816032,9.103453,17.227917,17.541985,3
-41.972153,78.35976,-4.3039227,15.370459,-19.15643,2
-5.5179048,30.070082,1.7667507,2.63894,13.305727,8
8.401158,-11.9134655,1.0231597,30.247185,7.611874,3
-11.126179,-88.96581,3.1325016,-21.105963,19.648493,9
19.529568,-32.001873,2.0138175,-26.081234,-18.76047,4
41.081818,8.888666,6.5837026,8.348285,11.519238,3
-61.151264,-17.289513,-27.571722,-18.226818,-9.041999,7
-27.047989,-41.031433,-7.783327,-16.812004,-2.903573,9
-20.330412,25.695692,-6.3500195,11.716426,8.677772,8
12.984673,20.107782,3.9987662,-2.2768502,19.660482,8
-19.228949,-29.593233,-12.776004,-20.542595,-4.7023067,9
80.35737,-8.597992,28.062609,-3.8039358,-5.9994473,6
79.51568,53.960693,28.54951,11.930909,-11.020864,0
-41.714577,-29.678389,-15.307916,-13.334198,-2.267767,7
76.51075,52.884003,27.368128,13.847122,-10.177063,0
-39.03287,65.83271,-6.313526,18.695915,-10.2941885,2
-45.316494,36.713955,-11.411148,1.5733309,-19.812502,1
-25.311457,-50.094402,-3.3324153,-18.360538,-2.1615224,9
61.542118,50.906868,21.664711,17.141174,-9.400333,0
2.6178868,37.108532,-4.8393292,12.462346,21.807888,3
-46.953922,35.32292,-13.220511,-0.2388963,-18.27473,1
-46.227913,-23.160177,-25.101189,-10.12173,-4.752974,7
-32.19194,95.15291,8.069159,16.901915,-22.28349,2
-99.314095,-10.994992,-23.056883,13.761159,15.18563,1
-49.492134,-13.337356,-26.268711,-10.344237,-8.391506,7
14.408728,40.47928,2.706707,13.1352825,24.050072,3
42.042747,-22.242676,1.3449843,7.5127363,-7.805887,5
59.279312,-16.977345,13.471649,4.5751605,-17.274496,6
15.643811,74.007,3.3826294,24.533587,9.59318,3
-12.782621,-40.366936,-2.309474,-23.700573,0.8714223,9
23.899815,-44.700375,4.02366,-28.127043,-14.186359,4
-34.520813,12.491116,-12.027329,5.421865,5.3374534,8
11.704396,-34.183174,0.8481252,-19.974539,-12.195071,4
-24.46115,47.73897,-8.6471195,25.395828,1.998104,2
84.07338,54.40451,31.844698,10.4096155,-11.859161,0
60.64226,29.715256,20.901682,17.165413,0.38541937,0
82.67896,52.69981,32.583214,12.600169,-11.1227665,0
50.50902,29.56894,13.044405,12.582666,0.21469256,0
70.790726,-46.461647,21.273436,-1.0722876,-23.95413,6
-5.062296,21.716803,-2.4788878,1.7871263,16.555643,8
-14.119094,-21.545094,-9.818397,-26.46711,-10.705652,9
-11.510224,-69.184074,2.342343,-24.47881,9.350088,9
68.31892,-52.762756,19.170866,2.4517138,-24.369993,6
-60.306995,11.789958,-26.817867,0.898891,-6.523273,1
72.62111,-24.401606,23.133131,-0.589732,-20.13334,6
49.08202,-49.802357,5.90737,1.1581708,-20.19382,6
-26.722591,94.53826,9.022029,16.135757,-19.402206,2
-102.814224,-7.6140313,-18.135096,15.957673,12.74372,1
14.32744,79.352104,6.4598145,26.735155,5.326898,3
-22.392714,-72.7655,1.5921307,-15.984309,12.258916,4
16.803663,-35.941944,6.3926096,-22.645496,-17.659842,4
64.85228,-20.178017,18.402962,-1.2988743,-12.931541,6
13.94599,-35.311306,4.0941653,-21.557835,-15.368817,4
17.750444,-41.831078,9.020164,-25.4095,-16.707857,4
-20.025846,-30.011503,-11.265933,-19.965393,-4.506161,9
67.14057,29.197557,21.396212,12.168819,0.53772324,0
-49.673325,34.86417,-14.698054,0.29477143,-16.832241,1
-50.56297,-77.709015,-14.135553,-20.537039,18.64543,7
-61.55115,-33.78726,-17.41507,-17.238527,-2.228718,7
-36.686726,68.51425,-8.559125,20.553564,-20.357756,2
-16.900106,-23.29899,-8.226253,-24.971968,-10.070892,9
9.264678,-61.046463,9.75411,-19.766247,-1.7194585,4
42.78279,-21.730001,2.1729043,7.83268,-7.8981037,5
-36.88938,52.27928,-9.829158,23.486883,-7.348499,2
-57.978153,-13.173594,-25.941277,-16.434723,-10.562423,7
39.676903,-11.741705,9.271652,3.0085397,-5.545486,5
37.65574,-27.970215,-0.72795576,4.537313,-11.514188,5
35.63128,10.814861,8.546578,0.35396507,10.768849,5
52.021275,-59.70603,11.264123,7.896782,-27.034834,6
-21.96773,-44.072723,-8.925183,-19.698154,0.95099336,9
-30.664434,91.723595,5.9607854,15.944537,-20.718298,2
70.80173,-12.349011,21.285072,-5.383162,-6.538175,6
11.19946,77.50112,3.736296,28.063774,7.3960357,3
-46.888332,32.7206,-14.583166,-0.051804632,-21.497757,1
-43.054195,32.41485,-12.221002,-2.432491,-20.71877,1
-91.619354,-11.203071,-27.629606,15.278969,9.708495,1
19.423458,-35.43201,3.740843,-26.58015,-16.544653,4
-34.830734,-5.9427977,-14.46787,-0.81584233,-0.567474,8
13.911982,-33.777943,3.359414,-21.25239,-16.829803,4
-51.670647,27.606773,-19.797514,1.3721939,-21.933212,1
74.12726,57.995075,25.781797,13.848138,-13.231069,0
-70.114685,-51.325645,-20.440584,-21.362974,11.034729,7
-16.534042,-26.50401,-8.556014,-22.070387,-6.5626073,9
-28.033464,-54.989693,-4.285232,-13.825582,4.494868,9
-16.709093,-20.403812,-12.795987,-24.71391,-10.650538,9
-34.970814,41.39881,-11.284391,18.59426,-2.5443869,2
62.838043,-51.260174,15.45734,2.1734223,-26.993748,6
-31.019917,64.44859,-4.9289136,28.8405,-11.007018,2
-49.56826,38.57062,-13.365408,2.145423,-19.717684,1
34.24985,45.858006,2.6564424,9.430059,21.844957,3
-33.81539,18.51761,-8.918949,9.672339,5.2141614,8
-75.77673,20.508255,-31.225271,8.019327,-6.761048,1
5.8229356,71.97668,-1.1458821,27.477999,9.497839,3
10.099246,53.47896,0.34275046,22.653204,23.087824,3
6.3618546,-14.177692,3.2844267,30.959682,5.4157434,3
6.5232844,-5.1358366,9.839235,-9.681136,16.807127,8
-55.412746,-11.000793,-24.963818,-14.106855,-11.35219,7
-43.95046,-21.420254,-25.043123,-7.709077,-4.2640166,7
8.36262,-11.912733,1.0480595,30.217936,7.5539,3
-26.6283,60.47411,-3.627407,22.28654,-7.3376484,2
-22.274328,-14.669399,-11.682146,-22.682611,-13.826112,9
-13.977536,-34.620663,-6.495464,-25.453999,-2.728138,9
-37.75698,11.5023575,-8.4668045,5.5399942,0.14853892,8
-13.060345,71.439125,2.4224682,26.761112,-8.945532,2
-36.37903,14.369376,-8.792912,7.8201475,1.2670541,8
38.159218,66.06912,13.071455,22.437744,18.380995,3
15.041545,-41.484455,9.687794,-22.357538,-14.269148,4
-24.06216,58.958443,-3.2700543,24.650276,-4.2564273,2
-49.697586,-11.95012,-25.715744,-10.498772,-9.673068,7
-14.232514,87.61538,5.607387,26.338478,-20.748585,2
-52.323044,-11.914381,-26.093899,-12.358578,-10.158328,7
43.836433,10.211631,8.653955,8.198943,12.141605,3
60.693165,-50.204067,13.731232,0.76188886,-28.152214,6
91.68663,20.136433,24.568512,2.9225073,1.1835746,0
-21.302643,87.767624,8.620553,17.303978,-12.216569,2
-77.86133,5.399416,-28.356743,14.467428,1.7074406,1
-44.374123,36.1283,-11.571543,-0.20656587,-19.418406,1
-48.67972,64.38771,-10.475765,15.086685,-13.911209,2
-22.437305,-14.644475,-11.683991,-22.560911,-13.931926,9
-20.709854,71.00783,-1.9132506,20.843658,-13.2133875,2
59.750782,57.97876,6.221764,10.899889,2.6234825,8
14.59213,69.3535,0.06564231,21.000443,9.726547,3
-55.28624,-9.731961,-26.576693,-14.7319565,-12.452266,7
-38.03355,74.701324,-1.4515985,12.142292,-14.371255,2
-40.80983,1.8085911,-10.148386,1.1494639,-5.2215877,8
-29.238743,-61.874664,-6.0461135,-14.942608,8.640404,9
-40.491737,4.477376,-8.79221,2.099381,-3.9038937,8
28.616425,34.213863,6.240817,7.699614,29.321692,3
-30.76166,93.19882,7.688013,16.544386,-21.110764,2
23.592747,-19.924269,0.21241523,-4.706006,-6.975823,5
11.436909,77.44077,3.9392898,27.71344,7.8656,3
18.397415,-82.43364,14.296904,-26.311888,6.8879867,4
-12.562378,-24.320105,-9.947819,-27.043736,-8.117547,9
-96.72597,10.943777,-24.00329,22.71985,3.5272107,1
78.52533,52.382492,30.776379,16.728926,-11.835921,0
-42.92607,-11.7703705,-21.844864,-4.030365,-2.1001012,7
-56.502514,-26.737946,-24.672241,-16.079773,-2.889432,7
-8.572801,10.569471,-10.741957,0.32185164,18.376183,8
-12.04151,-24.99194,-9.24308,-27.941702,-8.8172,9
-19.121952,-31.234383,-12.71303,-21.507383,-3.30639,9
77.802345,51.545998,29.33025,15.546677,-10.34117,0
-14.644982,25.662056,-5.140556,6.1032643,13.627847,8
65.816986,-51.39923,19.068203,1.2519652,-24.992815,6
50.74487,30.999006,12.677309,10.835662,-1.186026,0
18.999842,-33.370907,3.7063918,-26.045273,-19.005585,4
-38.482563,72.84836,-3.4109957,18.010305,-14.980933,2
-46.112732,37.440495,-11.536453,2.092301,-18.637512,1
14.088571,-13.902497,3.4469678,-8.679586,-6.306514,5
-45.241123,34.943672,-12.050943,-1.3556101,-18.830408,1
-27.570356,-73.12808,-2.4905179,-16.959946,11.313856,9
-31.584991,93.21691,7.599164,17.77655,-22.141222,2
8.25295,19.788572,0.29807502,-0.33888474,19.930155,8
-35.137882,14.731581,-8.284864,8.314756,2.002111,8
14.293936,-59.779514,13.234696,-22.033228,-6.9058146,4
-31.168653,92.50405,6.907701,16.917055,-21.420355,2
-93.13904,-0.5962322,-19.93567,12.670581,7.829425,1
57.325966,-51.927387,11.11779,1.9025265,-26.847307,6
69.9879,53.229332,25.522594,18.73607,-11.281406,0
-52.863552,37.282143,-16.492697,1.7404709,-20.290457,1
-2.3803418,43.99533,-6.3368697,15.806554,17.196915,3
24.571983,82.85363,10.641581,26.983479,5.465389,5
-97.94862,6.5908504,-22.682693,18.5583,5.7299147,1
90.05022,39.974606,29.335646,7.9738903,-6.5219417,0
-24.696596,16.716408,-13.350536,4.974106,13.24789,8
-71.0428,29.972479,-17.317703,7.5623994,-9.686176,1
-93.62725,15.638555,-24.556898,18.318804,0.77246094,1
-49.533207,66.32148,-8.373038,14.307457,-13.931269,2
23.031918,-18.981495,1.1761435,-5.2707133,-7.041211,5
17.789896,52.445503,2.2796433,23.89843,28.061056,3
42.23716,0.12448965,2.246821,4.555755,3.517386,5
29.467749,-68.776825,16.948284,-32.693714,0.06716853,4
-20.48844,23.291107,-7.3384824,12.381552,10.966854,8
30.088966,-21.752045,2.230753,-1.6522818,-7.630163,5
78.14248,32.23847,27.756697,11.773877,-0.17151216,0
76.7966,-22.755682,26.171053,-4.649011,-21.828276,6
38.314186,6.761627,5.540217,0.40590438,8.31134,5
-62.650417,-68.21869,-21.548862,-22.016695,12.955428,7
-103.928505,-4.738863,-22.280901,17.53909,11.4580965,1
84.178024,42.358406,28.07402,11.485865,-5.3302674,8
-41.31507,-56.19016,-22.443094,-6.5905933,11.705797,7
-27.59746,-72.66657,-2.9705045,-17.2991,11.849892,9
1.5639277,-62.346443,13.413949,-16.541065,-2.3216,4
95.086624,36.406136,33.016537,5.6499233,-7.698368,0
6.4085083,14.287886,-3.114961,1.4277745,26.611992,8
-67.650734,31.008066,-16.057695,1.7796283,-7.65751,1
54.82512,36.406635,15.925311,15.224655,-1.5289478,0
-34.379616,76.601326,-4.304099,19.621881,-16.733551,2
-59.907497,0.057671912,-14.108446,14.8600235,4.7228765,1
35.297424,70.22977,14.66087,20.975805,13.661227,3
29.684113,60.842434,8.793265,13.704956,12.316037,3
26.031553,-66.364044,10.778435,-31.60536,1.4284822,4
20.282616,-67.24531,12.2087555,-26.578941,-0.4582175,4
39.067688,-29.797525,0.43599474,2.8423064,-14.362492,5
-43.42019,-50.586388,-24.944502,-3.5635335,13.133762,7
84.464615,-6.4592476,30.923029,-8.451615,-6.621147,6
70.946205,-18.98503,22.440079,-0.8499481,-11.990026,6
-46.402966,-36.035824,-30.286028,-8.282094,0.7822705,7
-45.56722,65.7312,-10.253538,19.578022,-15.823889,2
-35.171616,0.021405349,-10.485896,-2.0319645,-1.3364052,8
-9.846467,3.4013216,-8.218902,-2.2736363,14.997089,8
-22.061363,-53.5068,-8.922312,-21.26957,8.792913,9
63.520603,22.416925,20.895372,10.15397,3.2310636,0
92.50153,41.697273,28.956053,6.32643,-9.073668,0
