tsne,tsne,tsne,y
8.741398,-29.798489,0.7800227,4
27.758255,-9.979668,-0.9420368,6
9.356845,-30.373413,2.7708685,4
16.457335,-15.265122,1.0080421,4
-6.5149274,-8.48837,25.777521,8
21.013712,-12.590617,-15.113389,6
-7.772843,-8.490204,24.253174,8
-0.10372341,0.2112386,20.421312,8
6.9665956,-24.0824,5.2929173,4
15.546003,-13.314902,0.790069,4
8.355652,-4.9468966,3.1607368,5
-23.85779,-0.6195598,-8.722756,1
-20.419691,-9.798559,12.592801,7
8.291221,-26.466293,-13.948712,4
14.903659,-2.5180533,6.0099645,5
2.8007703,21.266861,8.917074,3
2.0420816,-14.7076025,14.830369,7
14.47676,17.550283,-5.693426,0
-2.4562645,-4.706809,16.137094,8
3.2375846,-9.659208,-4.3753905,5
-2.18505,9.7323,26.788404,3
-4.7895412,-12.468425,-6.0575047,4
8.328765,-23.939533,4.578162,4
0.7338217,-16.715326,12.340899,9
-2.9069448,-5.213274,15.561701,8
3.985459,15.182511,-0.14980263,3
-3.4566815,-6.6244783,17.150919,8
-27.332972,12.904659,2.9951687,1
7.9374523,-6.257997,0.5175643,5
3.252253,-6.944524,4.0738163,5
-4.1780367,16.742615,-12.443989,2
-5.386196,-22.006977,-10.129297,9
2.7822158,-21.416325,23.128204,9
7.2924914,-1.5999078,11.586063,5
-23.912773,-15.317953,12.326512,7
12.606007,-17.212452,6.4326158,4
-21.031332,4.880653,2.2030997,1
-2.0939517,-13.923163,2.1887991,9
5.6583567,5.1844554,24.801157,3
-24.286198,11.5099125,8.584118,1
-1.488827,-5.129935,18.8449,8
-9.355169,1.5922906,20.844868,8
-20.510008,7.926449,5.5367527,1
-30.77025,4.785824,1.7765996,1
26.667978,6.1087193,-4.6944404,0
-13.392543,25.67012,-5.1318135,2
-23.412779,-15.346217,13.887681,7
20.766602,-5.7318945,-24.67825,6
7.691419,-8.072052,1.2546065,5
-28.902664,17.415915,-6.437206,1
4.729211,-23.006535,24.397263,9
7.8651376,10.761653,17.412611,3
29.993761,-9.378444,-9.802169,6
-11.839745,-5.2114472,-22.809523,7
4.2391357,-18.231583,18.956297,9
-1.7137585,-18.457745,17.776796,9
8.119371,-25.944283,1.0934105,4
-20.739584,-7.8407803,-3.2519817,7
-16.313446,-15.5631695,12.734206,7
-1.3118417,24.283535,-6.191102,2
-16.295113,-15.840582,12.804111,7
-21.929537,-7.2095957,12.973242,7
2.023174,-19.917032,22.545225,9
23.686459,-11.394749,-1.8946109,6
2.0493877,-19.997437,22.529491,9
-14.496647,-4.5548325,15.378279,8
7.8724637,-5.119255,0.6068095,5
-30.595589,7.4428926,4.633883,1
-3.6507776,6.5157847,10.701403,8
-2.8579063,-13.805687,-3.7596538,9
0.67695934,10.953461,22.537092,3
22.465607,-6.944069,-4.0744724,6
4.732585,-24.396706,2.3296514,4
13.368957,10.177055,-2.2115896,0
10.914322,-23.465622,9.001826,4
19.658932,-24.320602,5.4206324,4
8.661528,11.258294,29.528812,3
13.208323,12.897553,21.189772,3
3.8035553,2.3524785,22.990229,8
-0.55428857,21.626421,-11.785415,2
30.870344,-9.597337,-9.035722,6
7.3500986,8.582059,27.5881,3
-8.39942,14.614828,-10.406889,2
-22.334606,10.7057085,4.9950566,1
27.645687,14.548657,-0.9577116,0
-11.067407,-3.7508771,13.692367,8
-17.489447,2.765472,-18.268938,1
7.6341963,-21.12527,0.4053561,4
-9.34558,14.120993,-18.32211,2
15.53191,-31.008717,5.439902,4
5.026992,26.533104,6.3204107,3
23.55221,3.8938127,5.821797,0
-29.362589,-6.4925666,-5.632769,7
32.837563,11.550104,-9.200569,0
-8.478945,11.484884,10.3967085,8
-14.021835,-17.550932,17.32853,7
-14.702184,-25.232428,-5.4840264,9
21.289633,5.594888,-0.7873816,0
2.9797564,25.59695,26.18929,3
-24.47788,-23.141914,10.138821,7
10.537867,-21.264149,-15.295521,4
-19.437994,-7.439375,20.338558,3
-29.601807,-14.432448,-5.809603,7
-28.281054,-9.91328,-10.214714,7
-13.359612,-24.902248,2.2555573,9
17.873226,-13.245317,0.016096821,4
30.202509,12.377792,-6.6056705,0
5.1545362,-4.6541276,-16.918318,6
-13.604241,2.0426633,-19.025776,1
-8.957613,-16.695354,-13.269353,9
-5.4861674,13.72355,-18.309345,2
4.5509014,-22.956715,0.26508468,4
9.223693,24.010984,26.411175,3
-22.242188,13.845413,-10.232152,1
-28.568869,-12.119955,-12.168486,7
27.212523,-8.8022995,-4.2150006,6
-5.930692,8.865336,1.7255518,8
2.1682186,22.43655,-2.9953034,2
-1.9044745,22.655989,15.9007015,3
-8.690901,1.584963,6.907518,8
-7.475107,-25.015846,-11.975099,8
6.267596,-26.084244,20.839445,9
-27.628817,-11.610213,-12.884104,7
11.046759,-8.017161,-19.998417,6
-8.176505,0.4431678,-18.099434,1
-31.829727,7.2384505,0.41653076,1
28.245481,8.263652,-9.111953,0
-21.427303,13.096784,6.6783543,1
-31.690222,-11.41099,-7.0087857,7
-21.00257,3.7928429,7.351917,1
23.48737,-1.0160621,-21.303368,6
9.834642,-5.2188997,8.056805,5
-14.402069,-21.329477,-5.3051457,9
10.171716,-3.1724672,2.6526139,5
25.701265,6.1834226,-8.209042,0
-1.8608477,11.757763,22.017729,3
-7.5783863,0.8196027,-19.10625,1
-3.988822,0.1482937,28.234264,8
17.292885,15.986331,-2.1585903,0
7.275929,-25.323977,22.071545,9
28.136786,8.169187,-9.082643,0
16.913414,-29.497263,4.9607387,4
-15.081909,6.4440184,-17.143562,1
7.1389275,-8.452392,-17.907,6
15.730253,-4.055543,-7.673183,0
6.8110228,0.5259231,-24.173649,6
-15.206332,-18.50801,-9.056117,9
4.5404162,-25.994108,17.00623,9
-29.272947,-4.592987,10.545847,3
32.43697,4.3101916,7.3985896,0
12.508123,-32.688286,-1.798039,4
-11.728646,-29.236622,-6.846671,9
-27.648628,-13.755943,-15.27018,7
-7.341816,8.025708,13.242233,8
21.510866,-2.9773636,-21.489965,6
11.020938,25.61565,-19.208384,2
-17.114288,-18.36256,-12.299186,9
2.1393456,21.207361,-3.7527256,2
-1.3803245,21.555447,-21.724516,2
17.09838,-7.5053687,-9.745231,6
-18.670444,-0.30574867,-4.3308344,1
-22.62836,12.56815,-13.622803,1
5.556053,3.0523841,-22.735668,6
-25.619667,-9.355907,5.053328,7
10.906909,-25.096745,-11.452613,4
6.024856,11.753746,24.303623,3
-1.1601297,-23.16156,-17.9187,4
11.349375,9.785544,17.628683,3
-17.21569,4.9500313,-12.240877,1
-20.59998,1.9338691,-0.7511373,1
3.128134,17.779211,-23.16282,2
19.887701,12.582486,3.2509525,0
28.62797,10.866206,-12.778777,2
4.165827,-24.071695,18.56557,9
-12.686548,2.3117595,-16.248486,1
-26.896805,-14.373659,13.596892,7
6.88807,27.475761,7.5435524,3
1.1111889,5.5751834,14.367998,8
2.4374466,17.35133,-23.229654,2
-11.226864,-23.11925,-11.221263,9
-16.310427,-20.714165,-11.595729,9
-18.618793,-0.78992677,-12.575083,1
6.2415724,27.705273,6.7766104,3
12.519322,-1.4703648,-0.6134378,5
-5.1204906,16.375708,-20.57546,2
12.1149,-9.142114,7.47942,5
-13.040402,4.765263,-17.915442,1
3.030825,-2.0720522,-26.91662,6
2.2245088,17.427244,-23.597612,2
3.8655257,-3.605676,-27.173677,6
-7.496042,0.5395618,-19.882668,1
16.789572,-4.3636656,22.48305,5
11.162595,6.78468,-28.777355,6
-0.7767645,18.390526,-9.9718895,2
-27.704876,-11.149689,-11.928047,7
-8.523116,2.3109963,21.603464,8
-5.508658,15.951425,-20.20409,2
-7.3977513,2.9672108,25.312426,8
-1.7914165,25.185722,21.355034,3
20.769262,16.938007,4.8109884,0
4.396651,-20.87301,-21.72618,8
-27.33986,-9.746897,-12.24435,7
-27.392447,-19.617641,-13.2834015,7
-10.328146,20.321247,18.981056,3
-1.5606354,2.1630847,-7.3490124,5
16.448397,-26.54848,3.1392477,4
-31.803823,-11.211652,-6.8771596,7
6.8225126,25.599396,-14.454537,2
16.15371,9.7992735,-3.1978357,0
11.738243,12.109651,22.015465,3
-32.56357,-13.621633,-8.885605,7
-12.747944,2.1052854,25.34573,8
-1.1093209,-21.05534,-19.814903,4
-23.823608,-15.307696,12.734911,7
10.300115,-2.040706,-25.895699,6
19.619791,-7.244875,-8.529289,6
5.7996683,25.467014,11.537781,3
21.88362,13.340939,-5.564163,0
-29.802544,-10.806705,-12.641552,7
10.797977,7.099439,13.931905,5
14.04997,3.1336792,-29.833277,6
26.429525,-1.0381864,5.6427464,8
-8.905416,-20.825945,9.153162,9
-27.028473,5.056572,6.0646586,1
-11.8047085,-18.021713,2.6095426,9
-1.0540346,22.70532,24.805159,3
-0.7502113,-22.511742,-10.450916,4
34.193195,9.132425,-3.875686,0
-1.5224501,-18.062057,-21.018635,8
-28.264622,8.290994,4.013844,1
4.8438864,-24.091625,-7.825748,4
22.795618,-9.200929,-8.493671,6
-18.668598,4.6074176,-11.554395,1
27.128887,-8.670604,-1.6306647,6
24.272238,15.557326,-4.9424367,0
9.930415,15.871891,7.072493,3
20.91226,-1.8951261,-17.191027,6
-3.6253164,16.049612,-21.15345,2
9.001171,-10.703128,-12.256957,6
5.6409416,-21.593672,3.5354137,4
23.778505,13.180111,3.1479695,0
0.57953405,-15.38265,0.08329462,4
-28.100088,6.868363,-3.8275075,1
18.718187,-1.0478426,22.757202,5
-11.576267,28.262077,-10.360353,2
35.228695,4.457087,-5.221228,0
-1.4758296,17.485703,22.71623,3
14.048284,-16.466064,-4.8492537,4
-1.0565495,-32.934326,7.106583,4
-5.248047,-13.422823,11.950316,9
12.102135,-2.4615073,10.405223,5
2.7364554,-27.901365,12.745057,9
26.84339,-10.638861,-16.804932,6
-10.524668,-2.2853072,25.446983,8
-25.82859,-12.207068,13.190458,7
-1.2742141,-14.7981,1.460599,4
-7.608889,3.1114564,15.926878,8
-2.5675676,-17.753729,5.64006,9
-8.740819,-27.264189,3.7195945,9
16.716675,-2.0538013,18.744812,5
35.929882,5.9693465,3.7720165,0
-8.1722975,15.963972,-12.386599,2
0.53990895,26.322624,21.172335,3
-21.543232,-7.0073075,4.7398496,7
12.027937,-14.867489,-7.7431693,4
-2.5595121,17.585384,17.519157,3
9.096646,0.18873711,-1.7537247,5
-3.909864,-0.10289194,28.13304,8
15.020186,-0.57888424,-29.748545,6
0.81538564,26.625393,27.49304,3
-29.66757,-17.625996,-6.558084,7
8.194431,22.633696,24.885323,3
-11.084079,-1.1407142,4.2715483,8
-14.333304,21.056475,-8.392695,2
-10.810797,-26.540207,-4.861549,9
-23.779034,-11.79728,14.865884,7
37.67943,7.27865,0.17863564,0
-22.780214,16.413898,10.611726,1
-13.992984,-3.782935,-18.366335,1
-21.722971,16.550686,3.1565278,1
-11.764309,21.316591,-14.795411,2
-23.146086,13.547536,4.972734,1
7.8743286,20.225792,27.837692,3
2.4250214,30.403023,-6.878438,2
12.019189,-14.879054,-7.7788386,4
-23.325312,-22.966793,15.978642,7
5.920295,7.4414177,-0.5922516,5
35.353127,6.1276674,-3.2231212,0
15.498566,4.237536,-28.7889,6
-2.0756679,2.2728186,14.709699,8
-27.786055,-12.830411,-7.579222,7
0.21022442,14.496154,21.378256,3
-9.353135,4.4003005,1.4339942,8
-9.037093,4.729303,-17.762999,8
-13.454189,-28.171312,-6.633342,9
7.3646426,11.1629,24.052105,8
33.061565,7.6916857,3.7746646,0
16.647385,-22.500399,3.3782372,4
11.698533,0.11807389,4.8478646,5
4.3492546,32.251064,-13.840881,2
13.400889,6.195463,12.133697,5
4.7679,-7.6837983,4.879345,5
14.170832,-1.1776484,-28.329048,6
11.042564,17.395775,16.47594,3
13.286811,-4.2659817,3.1586385,5
-3.3432355,22.756653,2.0014038,2
37.56673,8.660764,0.047208466,0
9.102905,0.9518685,-28.65536,6
-9.829697,-32.094585,-1.5935249,9
-11.108657,-3.233853,9.599281,8
-9.538332,7.9001236,7.4748545,8
15.441832,-28.769257,-4.232099,4
-10.112936,-28.003256,-6.762366,9
-27.642782,14.384025,1.1105975,1
-11.594677,-1.6301337,3.6136277,8
4.011771,-0.038379103,-28.923252,6
11.123528,-15.678277,-8.558163,4
3.5980425,-21.905943,19.815931,9
-24.480434,2.7108724,-10.44069,1
-3.4890559,-15.691496,3.7509038,9
-26.260267,-11.777715,3.2809837,7
-25.415041,-9.001248,-13.223257,7
8.627998,-0.34312752,-2.9760098,5
-14.672544,-8.317902,0.33684155,2
-19.04467,2.5970883,-19.901222,1
-8.207636,29.784859,-1.9341707,2
35.213512,5.1824484,-1.5058296,0
8.877727,5.7046347,11.196511,5
33.44445,5.1705346,-1.3199699,0
8.8821945,8.692444,27.270079,3
-12.846705,28.996756,-5.7619863,2
-23.091747,0.41959232,-3.6582882,1
-11.565058,26.424606,-8.684959,2
20.02862,17.063957,1.8544353,0
-25.37507,-8.177678,5.465935,7
19.914211,-24.274748,2.3582366,4
-31.239876,8.45098,-6.3534307,1
-18.34552,-25.832872,19.890274,7
-8.245008,2.1876147,-22.821848,2
3.8002098,-2.0269039,-27.633305,6
23.071558,-7.3094583,-22.35056,6
5.668267,-4.412401,-15.969943,6
-3.203243,19.061804,24.827244,3
18.139378,-21.053194,0.97988796,4
3.649773,15.678627,12.087536,3
15.339501,14.828798,-9.079466,0
-21.406015,-5.0488615,1.4468011,7
-26.640022,-11.849807,15.363411,7
-3.5604026,23.139364,24.167152,3
18.5797,-4.484257,17.951244,5
6.3442173,18.44052,9.389196,3
-25.481243,-9.028934,-13.359749,7
7.007643,-27.788212,-16.750334,4
16.008003,-30.69425,1.1385041,4
10.23666,-28.828047,-9.074271,4
-19.821007,-4.8651104,-5.364053,7
-21.193678,0.73963964,-16.741707,1
6.434544,-27.21324,-0.942077,4
11.628587,0.12192781,4.915083,5
8.441289,3.8128533,19.983675,5
35.455334,8.814241,-6.771281,0
18.731224,-27.838837,-1.4354876,4
-5.7757993,-23.430904,2.5694113,9
-7.409146,17.278387,17.206282,3
12.333602,2.1528943,8.41027,5
-7.5358424,14.919124,-14.79808,2
-10.536454,3.8669467,-23.181156,2
-2.9004183,11.282391,25.889532,3
-14.675136,-3.6714685,6.325277,8
2.399447,-22.082031,15.364846,9
-11.046606,28.664526,-10.798561,2
-23.421926,-12.960926,9.54687,7
24.363073,18.105257,-2.6704104,0
-4.186589,11.120128,24.354101,3
35.678135,6.7731338,2.0010931,0
-20.535679,9.166744,-1.1874046,1
-24.366291,6.8117504,-15.790376,1
6.8781004,-2.541718,12.005969,5
-26.981897,-12.844312,3.612517,7
16.485977,8.701383,-4.8412566,0
26.859386,-10.839253,-16.951952,6
0.6272279,11.287844,19.293678,3
1.7875699,18.203379,20.55758,3
-3.1228724,-21.689219,6.616297,9
-11.902889,28.92741,-11.522055,2
17.234486,-8.689098,-13.913859,6
-23.02283,0.6076577,-13.995672,1
10.250021,-26.453688,9.123456,4
-24.909758,-6.897848,-8.750186,7
22.411516,11.042542,-1.3688565,0
-15.146352,5.969243,-21.105951,1
22.319899,-2.4306052,-21.675901,6
4.204654,25.38861,20.339006,3
12.552813,-24.784988,8.82642,4
-7.4771824,-31.629747,5.45306,9
0.6833943,5.087804,29.94286,9
-21.05055,-25.302217,10.627421,7
14.126659,-26.35805,1.4655294,9
13.928899,0.16641295,-29.755217,6
-20.898336,8.416947,-7.956089,1
-20.584505,-0.10728965,-16.932404,1
-20.76801,-9.034991,-4.7145495,7
11.329617,-24.266626,-9.950259,4
15.938841,13.533583,15.013264,3
32.94829,7.9307394,2.9789314,0
-30.56687,-16.04502,4.7277784,7
11.824162,-0.034058597,4.8616076,5
16.878675,-26.653763,-1.9224417,4
20.380447,1.8240607,-22.583889,6
-22.738628,-21.343163,16.873657,7
-13.304908,-3.1174917,-18.31037,1
-3.1104517,19.289585,-24.143536,2
-27.579641,-9.038804,-9.533306,7
-22.2654,-6.6466517,14.26431,7
11.455235,3.8377943,8.362582,5
-24.303616,-19.356846,16.774815,7
-28.435032,-8.787631,-8.588072,7
7.995261,-16.127216,-10.23457,4
-9.692876,31.068613,0.69197506,2
13.072147,5.897391,-18.613646,6
-25.831875,-8.08565,-5.121188,7
-17.8418,11.690471,-9.224872,1
-10.559862,-24.39401,-14.540275,9
14.243932,-1.3474941,-13.107245,6
6.3460083,8.120971,0.34292442,5
25.696587,-3.619135,-16.712965,6
-7.4850264,2.267455,-4.1895432,8
-21.418812,10.784732,3.533016,1
23.032919,0.17665656,1.7074965,0
-2.5925686,-1.2815163,8.707417,8
-21.484877,15.731971,15.09348,1
10.603785,-23.147066,4.5369606,4
-6.212133,14.683309,-11.239477,2
13.675955,-3.0020864,-15.294177,6
11.971855,11.919349,27.101168,3
6.3079715,-28.448633,1.2612154,4
10.913794,-21.115288,10.451587,4
-24.424534,-10.99726,1.7121271,7
15.193833,-0.4464155,21.923048,5
9.52779,15.645332,10.971608,3
-8.746683,-4.8070107,26.598772,8
-10.925151,1.0163034,-1.0416019,8
3.7065737,-15.159298,14.218217,9
11.72357,0.25065044,8.356845,5
24.501017,-0.3148049,-0.52137876,0
7.46066,-1.7486975,6.6128483,5
-20.52048,17.865253,16.113148,1
4.340731,-5.1258764,-24.361217,6
-6.353626,14.571576,-11.19389,2
3.154014,-6.053041,-21.582853,6
12.650695,9.778647,27.520035,3
-4.3976884,12.336728,24.092403,3
11.2677,-20.577917,9.977047,4
-7.1478467,-6.144887,20.44495,8
13.608405,1.1239581,20.580618,5
-12.347437,6.6456566,9.937226,8
28.636127,-13.577441,-8.478836,6
-20.153414,-12.949568,10.934442,7
-21.033768,-17.027733,20.499096,7
19.065083,5.242954,-2.7036457,0
-8.995574,-4.231195,27.167717,8
-12.354271,21.968649,-2.7983637,2
5.3691607,-16.714436,15.048112,9
-15.148134,5.2571907,14.428615,8
22.293139,0.7132408,1.3779157,0
-21.562214,2.5325155,2.8615432,4
-21.240973,18.368216,14.979054,1
11.856603,-20.22778,0.8722019,4
3.2509592,33.435234,-8.597231,2
-0.7291702,-22.259836,-21.77936,4
11.827694,11.912596,27.1992,3
-19.492617,14.496046,12.247336,1
7.7384872,-16.028654,6.9371676,4
14.568242,-9.479562,-20.902224,6
19.394215,0.065836646,20.02381,5
20.704214,-10.075951,-16.107632,6
28.817217,-13.595318,-8.239782,6
-3.6473897,-21.848867,9.883012,9
-21.169605,-16.786726,19.865532,7
-5.418478,0.38968328,27.583914,8
-8.172572,-1.7626026,29.122839,8
20.301622,-8.564628,-24.074924,6
3.2822628,-15.107743,14.074064,9
12.795801,11.702099,-5.410769,0
-8.762961,-4.2252746,26.772621,8
15.252499,0.8221604,16.739586,5
27.997849,-14.043894,-8.534748,6
14.952475,-0.60800785,3.8007283,5
13.559895,-0.82727873,21.939049,5
10.506373,13.288424,17.238537,3
26.006222,0.5367158,0.07307312,0
4.927839,-1.695553,-25.797459,6
27.723173,-12.33086,-9.207968,6
-15.01684,5.214463,14.29185,8
-9.773002,-5.3728395,26.94067,8
-1.513628,-18.110695,0.2292914,9
4.3639765,-15.832175,14.21784,9
-23.758207,18.032347,-2.6050565,1
16.09654,-24.962503,8.0115,4
-21.001947,-10.3450575,0.81443524,7
-24.311054,13.081848,11.740681,1
-7.806642,19.444157,20.413183,3
4.550734,-16.010723,14.241762,9
9.063972,-7.212562,-0.8724725,5
13.541911,-0.9360531,21.80039,5
-2.9819765,-12.940212,24.106884,8
7.193385,15.963307,28.98539,3
5.462522,4.5590434,24.54833,3
25.375286,2.1016152,0.024114998,0
-9.510025,20.585258,-18.621408,2
6.5248547,-16.9535,7.2317696,4
-1.7087128,-27.865046,15.739453,9
-9.434172,-5.1096835,27.034645,8
-32.862625,7.5018225,-3.191609,1
5.369725,-16.010273,16.088106,9
1.1447221,-16.850107,3.6011696,4
-21.824965,18.038465,13.262408,1
-8.609616,19.864569,-12.131167,2
11.24345,-20.688618,9.971467,4
3.271832,15.01141,19.201544,3
25.528048,0.13881339,0.6063975,0
-7.708495,-1.5299792,29.032276,8
14.989658,-0.6341995,21.814533,5
20.624454,-15.658179,-10.471536,6
11.764159,5.841566,18.88289,5
-25.335682,-11.358889,10.747112,7
4.7725177,28.884283,-4.768987,2
16.207079,8.271342,-3.8200765,0
14.425037,-3.8331103,19.28088,5
16.963623,1.6250894,19.743576,5
19.847095,-25.538141,5.6616626,4
0.7741715,-26.242693,20.565632,9
22.254204,1.180925,1.4194405,0
-19.170471,-22.667253,0.76802003,7
-21.127523,-16.729506,20.061892,7
16.347876,-29.723774,-3.6841004,4
27.559721,-14.213544,-8.195395,6
25.18399,21.232813,0.9752971,0
22.209618,1.0918429,1.4960259,0
-27.058851,2.5441818,-3.9989128,1
-22.173672,18.138794,13.745777,1
-2.229973,-14.513296,2.205054,9
-21.230595,-16.696295,19.7284,7
-2.1903906,0.20224282,8.845567,8
22.491755,1.037468,1.1889142,0
-6.60568,-0.6204252,20.855608,8
28.632967,-13.735065,-8.291753,6
12.03111,-0.68904084,-15.141158,6
-9.375864,-5.058511,26.882952,8
-30.960026,5.0146995,-2.3353994,1
4.548052,-16.027967,14.228809,9
-1.621642,19.907433,14.798238,3
14.783271,-0.7902328,21.73167,5
1.3213117,21.200033,24.82212,3
10.662239,-17.385347,4.4582458,4
23.888186,-13.20751,-16.36634,4
-21.225178,-16.740108,19.656889,7
6.916498,3.7406662,-16.64915,5
3.9184253,-15.573308,13.918023,9
-11.787611,-16.388042,-6.698301,9
-12.1318,-0.65348405,26.33958,8
13.684086,14.883545,-3.2305374,0
28.25939,-14.078633,-8.687456,6
-1.1595099,-3.9991055,-3.6083255,5
22.192936,0.8551314,1.4352794,0
-29.249111,-23.482595,8.310029,7
-8.148819,-1.6440344,28.921404,8
21.078276,13.452417,1.0985779,0
-22.131313,21.266027,11.398796,1
-9.974785,5.232971,15.192537,8
-20.414545,-17.619463,21.532227,7
-14.666068,16.085346,0.40522313,1
-20.383095,-17.586023,21.54565,7
-30.350945,4.8740478,-7.4253893,1
-20.954409,18.173796,15.037537,1
32.583454,17.361317,-2.1108556,2
12.491482,9.497966,22.813202,3
18.059706,-21.266026,1.3015335,9
-6.2213674,14.774888,-11.317599,2
8.279256,-8.825673,-24.400908,6
12.615568,9.41376,23.120647,3
-8.016718,-5.2423453,20.831636,8
-20.53538,18.248648,15.364703,1
17.829863,-5.141488,-7.8952537,6
9.544064,-19.90225,11.13852,4
-26.172499,-12.064235,2.1793008,7
-6.8380814,14.540764,-11.1063595,2
-5.0110245,2.394391,19.405396,8
22.398603,1.0493709,1.2984093,0
17.855791,-13.474673,-0.17997985,4
25.93207,0.084259756,0.37403485,0
-9.409772,13.744895,-2.5778654,2
-20.859343,-15.92693,20.306383,7
28.763405,-12.184361,-7.822314,6
-9.706711,-3.0577326,27.605701,8
-3.8368206,-23.538946,0.24570526,9
11.233816,-22.72804,9.163045,4
-14.76043,6.9653807,6.880336,8
24.796783,-13.867235,-10.3811245,6
11.208427,-1.14235,-16.949003,6
6.7183485,-15.554913,6.4102225,4
0.38413572,19.477242,25.38091,3
4.416433,-16.008062,14.199263,9
17.163345,-24.773888,0.01967931,4
6.857503,15.867839,28.832378,3
32.566406,-7.7758026,-4.8169923,9
-9.026886,-4.4017725,26.977657,8
0.7143451,21.480368,24.99738,3
11.400289,-21.26586,10.218362,4
-23.324434,10.640656,4.000939,1
-21.110704,-18.041622,21.056055,7
-2.9444718,-14.514721,-1.3682756,9
-6.4781933,14.542924,-11.134336,2
-12.804291,24.830296,-1.0497307,2
14.156132,-3.8788903,19.284725,5
2.791614,25.199486,-15.959509,2
28.688837,-13.654875,-8.209707,6
-23.697464,-23.205727,11.829345,7
8.52789,10.863853,26.375637,3
22.927908,-9.716466,-5.758929,6
28.69388,-13.692908,-8.39924,6
8.850764,-3.943589,13.502458,5
4.545881,28.791145,-4.9831815,2
-4.7464137,8.566376,4.786444,8
-4.095884,22.209637,-15.032287,2
8.095104,12.606119,5.7214837,3
7.0796123,-16.76062,7.45232,4
-27.557558,11.860336,3.644409,1
28.118044,-14.284607,-8.840548,6
-29.504168,-13.837883,-9.556159,7
4.7496295,-16.237064,14.125197,9
-7.7194376,-18.519512,3.2679467,9
17.750175,5.144085,-0.040041115,0
1.662176,-20.38837,9.579924,9
4.513114,28.625463,-5.190044,2
28.180466,10.561804,2.9490056,0
-19.746887,17.948217,14.435199,1
-11.581149,-15.312221,-4.139511,9
11.097293,12.08752,27.46724,3
-24.998632,-18.957752,8.765299,7
12.650574,9.719063,27.458902,3
-5.7577286,0.5067435,26.33759,8
5.307564,-16.804047,15.261895,9
8.697378,9.478915,6.695241,5
-19.3406,-12.361983,17.592163,7
-7.3356686,-5.688594,-2.6966002,8
-9.56492,-3.2547243,27.508131,8
-32.912975,-8.326902,-2.6562164,7
-21.23421,-18.956223,20.758722,7
-26.75253,16.622566,-12.732195,1
4.637353,28.833952,-4.851002,2
-33.45244,-9.621677,4.4757323,2
4.3708553,28.850986,-4.6786437,2
-9.498754,30.421925,-2.2206464,2
11.787062,4.838476,19.09606,5
31.702868,3.0223546,4.2180104,0
-20.541075,-15.546549,20.354473,7
2.1253767,-15.173918,14.519134,9
4.6605735,-16.032024,14.309392,9
4.7757354,-29.351084,20.410654,9
-9.69921,-3.1339312,27.509203,8
-23.410797,16.225994,7.775984,1
-6.577192,14.551424,-11.105295,2
14.503967,-1.9034437,-24.775036,6
-23.619865,8.500362,10.469444,1
-22.191153,-16.885418,16.532532,7
11.334287,11.905068,27.349113,3
-10.047808,20.357515,2.419038,2
-21.294628,12.199624,8.5676775,1
8.628794,-1.4728246,12.5707655,5
15.219623,12.260073,20.122404,3
10.923483,27.606308,12.751625,3
27.223444,15.320514,-7.802239,0
-26.206553,6.0770574,-11.666792,1
-19.719877,2.1900766,-14.123392,1
-25.454645,14.245717,14.900678,1
4.593256,12.35036,-18.343517,2
12.694447,-0.7348042,11.383957,5
7.246865,22.30853,22.614786,3
11.285635,23.126402,19.74134,3
18.446459,-32.39105,-3.988685,4
-29.77162,-23.927221,6.6450953,7
9.302058,0.2141455,0.04918124,5
-4.530386,8.071133,-10.996481,2
14.264494,-4.1155133,-27.686811,6
-22.745193,14.983702,-7.2007537,1
-23.82693,-23.663982,0.68906486,7
-3.9194725,9.388106,6.5530767,8
-9.179226,-2.435268,2.8418307,8
-24.297253,12.883547,5.9568214,1
-11.766022,-23.3336,0.6641294,9
-3.897055,22.307295,-6.1220713,2
33.62974,14.080228,-8.433912,0
9.134417,7.823299,27.740208,3
-17.479504,9.005529,-14.557238,1
3.7889316,22.975588,31.086828,3
1.1629659,15.760068,-22.910566,2
20.96456,-29.611794,3.6181402,4
7.3335795,23.955214,26.29345,3
-3.6886482,-21.647175,19.865377,9
3.8419297,-28.773756,-15.89493,4
2.0754368,-24.450481,9.039755,9
4.2603717,7.255124,-2.6325336,5
0.7132092,-24.30951,20.607367,9
14.297171,-4.1378136,-27.042402,6
22.95052,16.684338,4.6062417,0
-23.225264,-19.263885,-4.5957246,7
-18.071959,11.777096,-3.5558815,1
-9.6535425,0.2626249,-2.5253859,8
2.3009841,-0.57057863,4.5512066,5
-12.582942,-21.644262,-12.058307,9
-8.30598,-8.99806,9.958126,8
32.303772,10.61217,1.2414494,0
-20.50168,-15.738323,5.421927,7
-18.03428,0.69636065,-15.528829,1
-24.568176,21.344797,5.1635733,1
4.6967287,12.639703,-19.325819,2
-8.22271,-2.3580027,27.155891,8
-7.360513,23.545729,23.05126,3
-1.807371,-11.92274,2.765979,4
7.714903,-28.928062,-7.6029196,4
-22.4085,22.354485,8.141089,1
5.4841413,-2.9412215,-3.1196446,5
-14.661357,7.166199,7.534471,8
8.164532,-0.7218217,-29.61226,6
21.605568,-1.8541688,-10.785059,6
-22.919506,-19.064299,-4.613864,7
24.546062,-11.81684,-1.6465096,6
